feature_id,family,feature_name,formula,inputs,lookback,frequency,available_at,causal_lag,normalization,missing_data_rule,warmup,point_in_time_requirement,canonical_hash_basis,research_source_ids,candidate_strategy_ids,risk_notes
V2FEAT0039,skewness_state,Rolling return skewness state — SKEW_CONT_126,"g_t = unbiased_sample_skew(r_s, s=t-125..t); score_t = g_t","[""V2DS001"", ""V2DS003""]",127,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,127,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,d209cf07cfaa8a4bbf387dd1153ceda8a0c59647ce747e49605b88f95a7b140d,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0039""]",Skew is noisy in small windows and strongly influenced by one observation.
V2FEAT0040,skewness_state,Rolling return skewness state — SKEW_CONTRA_20,"g_t = unbiased_sample_skew(r_s, s=t-19..t); score_t = -g_t","[""V2DS001"", ""V2DS003""]",21,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,21,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,3c3d689480057ff0403688a50fbaf31c321a13d39d8d89a4dc2b3fce40ebfdaf,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0040""]",Skew is noisy in small windows and strongly influenced by one observation.
V2FEAT0041,skewness_state,Rolling return skewness state — SKEW_CONTRA_63,"g_t = unbiased_sample_skew(r_s, s=t-62..t); score_t = -g_t","[""V2DS001"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,b82ab3400c907682fc1be6f7d5ac3e5525288aad3fd240b6bbbea3961a5d6f69,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0041""]",Skew is noisy in small windows and strongly influenced by one observation.
V2FEAT0042,skewness_state,Rolling return skewness state — SKEW_CONTRA_126,"g_t = unbiased_sample_skew(r_s, s=t-125..t); score_t = -g_t","[""V2DS001"", ""V2DS003""]",127,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,127,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,f51464adc99b2f02ee361c9e78eeae5a8ae0334ec0f49ecc6f83819623294767,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0042""]",Skew is noisy in small windows and strongly influenced by one observation.
V2FEAT0043,tail_imbalance,Robust tail-event state — TAIL_REV_Z1p5_63,"med_t=MEDIAN(r_s,63); mad_t=MEDIAN(|r_s-med_t|,63); z_t=(r_t-med_t)/(1.4826*mad_t), undefined if mad_t=0; long_event_t=I[z_t<=-1.5]; short_event_t=I[z_t>=1.5]; otherwise preserve prior state","[""V2DS001"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,ad4c94f2195cc9c608740f68b1d40837b45fee1704bae3cfd823ef68076a64d8,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0043""]",Tail thresholds are sparse and can concentrate performance in a few crises.
V2FEAT0044,tail_imbalance,Robust tail-event state — TAIL_REV_Z2p0_63,"med_t=MEDIAN(r_s,63); mad_t=MEDIAN(|r_s-med_t|,63); z_t=(r_t-med_t)/(1.4826*mad_t), undefined if mad_t=0; long_event_t=I[z_t<=-2.0]; short_event_t=I[z_t>=2.0]; otherwise preserve prior state","[""V2DS001"", ""V2DS003""]",64,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,64,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,14f56c490a70d5df4984390120a08369fe09dc2bb86e5013cb2847ca2652acd9,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0044""]",Tail thresholds are sparse and can concentrate performance in a few crises.
V2FEAT0045,tail_imbalance,Robust tail-event state — TAIL_REV_Z1p5_126,"med_t=MEDIAN(r_s,126); mad_t=MEDIAN(|r_s-med_t|,126); z_t=(r_t-med_t)/(1.4826*mad_t), undefined if mad_t=0; long_event_t=I[z_t<=-1.5]; short_event_t=I[z_t>=1.5]; otherwise preserve prior state","[""V2DS001"", ""V2DS003""]",127,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,127,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,f3c1de0835f002431d37fae1937b7d56ac5cae8bd71b1dc46edf73f4a326450f,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0045""]",Tail thresholds are sparse and can concentrate performance in a few crises.
V2FEAT0046,tail_imbalance,Robust tail-event state — TAIL_REV_Z2p0_126,"med_t=MEDIAN(r_s,126); mad_t=MEDIAN(|r_s-med_t|,126); z_t=(r_t-med_t)/(1.4826*mad_t), undefined if mad_t=0; long_event_t=I[z_t<=-2.0]; short_event_t=I[z_t>=2.0]; otherwise preserve prior state","[""V2DS001"", ""V2DS003""]",127,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,127,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,6241743e4779f698546e0861e8c5d34eb04c0ef3d7dedfbd9d27bb57849e3932,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0046""]",Tail thresholds are sparse and can concentrate performance in a few crises.
V2FEAT0047,tail_imbalance,Robust tail-event state — TAIL_REV_Z1p5_252,"med_t=MEDIAN(r_s,252); mad_t=MEDIAN(|r_s-med_t|,252); z_t=(r_t-med_t)/(1.4826*mad_t), undefined if mad_t=0; long_event_t=I[z_t<=-1.5]; short_event_t=I[z_t>=1.5]; otherwise preserve prior state","[""V2DS001"", ""V2DS003""]",253,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,253,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,d232c6b37e54eb27c5d2af1c50a1500274b569ee1d9e97b6db5576c9ab494923,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0047""]",Tail thresholds are sparse and can concentrate performance in a few crises.
V2FEAT0048,tail_imbalance,Robust tail-event state — TAIL_REV_Z2p0_252,"med_t=MEDIAN(r_s,252); mad_t=MEDIAN(|r_s-med_t|,252); z_t=(r_t-med_t)/(1.4826*mad_t), undefined if mad_t=0; long_event_t=I[z_t<=-2.0]; short_event_t=I[z_t>=2.0]; otherwise preserve prior state","[""V2DS001"", ""V2DS003""]",253,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,253,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,c2a6711d012a79fcb8fd28f1fca8e29f88abf17dd27f29050a3d61ad8b50b692,"[""SRC0252"", ""SRC0253""]","[""V2STRAT0048""]",Tail thresholds are sparse and can concentrate performance in a few crises.
V2FEAT0049,volatility_of_volatility,Volatility-of-volatility conditioned direction — VOV_CONT_RV20_W20,"rv_t=STD(r_s,20)*sqrt(252); vov_t=STD(diff(ln(rv_s)),20); zvov_t=expanding_zscore(vov_t,min=252); dir_t=sign(ln(P_t/P_(t-20))); score_t = dir_t*(-zvov_t)","[""V2DS001"", ""V2DS003""]",294,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,294,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,1d815ef8f738611f25274494f8020c490ae6aaf17f6f9cb23b24edb1342011c2,"[""SRC0253""]","[""V2STRAT0049""]",The sign convention is exploratory and post-2010 evidence cannot establish pre-2011 validity.
V2FEAT0050,volatility_of_volatility,Volatility-of-volatility conditioned direction — VOV_REVERSE_RV20_W20,"rv_t=STD(r_s,20)*sqrt(252); vov_t=STD(diff(ln(rv_s)),20); zvov_t=expanding_zscore(vov_t,min=252); dir_t=sign(ln(P_t/P_(t-20))); score_t = dir_t*zvov_t","[""V2DS001"", ""V2DS003""]",294,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,294,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,8d2adb915f063df28088012f5fc5d530fc2e5ad403b51030cf9b4dae45c8493e,"[""SRC0253""]","[""V2STRAT0050""]",The sign convention is exploratory and post-2010 evidence cannot establish pre-2011 validity.
V2FEAT0051,volatility_of_volatility,Volatility-of-volatility conditioned direction — VOV_CONT_RV20_W63,"rv_t=STD(r_s,20)*sqrt(252); vov_t=STD(diff(ln(rv_s)),63); zvov_t=expanding_zscore(vov_t,min=252); dir_t=sign(ln(P_t/P_(t-20))); score_t = dir_t*(-zvov_t)","[""V2DS001"", ""V2DS003""]",337,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,337,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,6d9d1792374ae5b2e858e68cad2d3d68f89fc319adca9476cea622bc9817eabc,"[""SRC0253""]","[""V2STRAT0051""]",The sign convention is exploratory and post-2010 evidence cannot establish pre-2011 validity.
V2FEAT0052,volatility_of_volatility,Volatility-of-volatility conditioned direction — VOV_REVERSE_RV20_W63,"rv_t=STD(r_s,20)*sqrt(252); vov_t=STD(diff(ln(rv_s)),63); zvov_t=expanding_zscore(vov_t,min=252); dir_t=sign(ln(P_t/P_(t-20))); score_t = dir_t*zvov_t","[""V2DS001"", ""V2DS003""]",337,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,337,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,32463cad8f6786f98d4e096057a1c9df65f41fc5835cde1fbd1a531dda8853be,"[""SRC0253""]","[""V2STRAT0052""]",The sign convention is exploratory and post-2010 evidence cannot establish pre-2011 validity.
V2FEAT0053,volatility_of_volatility,Volatility-of-volatility conditioned direction — VOV_CONT_RV63_W63,"rv_t=STD(r_s,63)*sqrt(252); vov_t=STD(diff(ln(rv_s)),63); zvov_t=expanding_zscore(vov_t,min=252); dir_t=sign(ln(P_t/P_(t-20))); score_t = dir_t*(-zvov_t)","[""V2DS001"", ""V2DS003""]",380,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,380,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,e01a08d4ba5f7ffd8e177a9c177ed1d7aecd11d0a4b3b0a5be9fe0f50d0c90b7,"[""SRC0253""]","[""V2STRAT0053""]",The sign convention is exploratory and post-2010 evidence cannot establish pre-2011 validity.
V2FEAT0054,volatility_of_volatility,Volatility-of-volatility conditioned direction — VOV_REVERSE_RV63_W63,"rv_t=STD(r_s,63)*sqrt(252); vov_t=STD(diff(ln(rv_s)),63); zvov_t=expanding_zscore(vov_t,min=252); dir_t=sign(ln(P_t/P_(t-20))); score_t = dir_t*zvov_t","[""V2DS001"", ""V2DS003""]",380,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,380,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,df5187397042a994ee87cf2c70b1779b5ebd52f6e5cb7c1307f5b85accc594d0,"[""SRC0253""]","[""V2STRAT0054""]",The sign convention is exploratory and post-2010 evidence cannot establish pre-2011 validity.
V2FEAT0055,variance_ratio_switch,Variance-ratio continuation/reversal switch — VR_SWITCH_Q2_W126,"VR_t(q=2,W=126) = variance_of_q_period_sums/(q*variance_of_1_period_returns), using overlapping returns and Lo-MacKinlay finite-sample denominator inside the trailing window; dir_t=sign(SUM(r_s,s=t-1..t)); score_t=dir_t*(VR_t-1)","[""V2DS001"", ""V2DS003""]",129,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,129,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,5c237327e14d59e400ce30aa442214e72a9d39ed862ec2a28326c793e5275438,"[""SRC0261"", ""SRC0262""]","[""V2STRAT0055""]",Overlapping-return estimates are noisy and serially dependent; implementation must match the frozen estimator exactly.
V2FEAT0056,variance_ratio_switch,Variance-ratio continuation/reversal switch — VR_SWITCH_Q5_W126,"VR_t(q=5,W=126) = variance_of_q_period_sums/(q*variance_of_1_period_returns), using overlapping returns and Lo-MacKinlay finite-sample denominator inside the trailing window; dir_t=sign(SUM(r_s,s=t-4..t)); score_t=dir_t*(VR_t-1)","[""V2DS001"", ""V2DS003""]",132,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,132,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,67236b304f9b13e6c2c350c8057c034741b8e2b715b5874caf2c3da227bb516a,"[""SRC0261"", ""SRC0262""]","[""V2STRAT0056""]",Overlapping-return estimates are noisy and serially dependent; implementation must match the frozen estimator exactly.
V2FEAT0057,variance_ratio_switch,Variance-ratio continuation/reversal switch — VR_SWITCH_Q10_W252,"VR_t(q=10,W=252) = variance_of_q_period_sums/(q*variance_of_1_period_returns), using overlapping returns and Lo-MacKinlay finite-sample denominator inside the trailing window; dir_t=sign(SUM(r_s,s=t-9..t)); score_t=dir_t*(VR_t-1)","[""V2DS001"", ""V2DS003""]",263,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,263,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,55d4ccd7490b77cd729788f1c9de618993573bbd07bb6dc7e9a72300a46a1f46,"[""SRC0261"", ""SRC0262""]","[""V2STRAT0057""]",Overlapping-return estimates are noisy and serially dependent; implementation must match the frozen estimator exactly.
V2FEAT0058,variance_ratio_switch,Variance-ratio continuation/reversal switch — VR_SWITCH_Q20_W252,"VR_t(q=20,W=252) = variance_of_q_period_sums/(q*variance_of_1_period_returns), using overlapping returns and Lo-MacKinlay finite-sample denominator inside the trailing window; dir_t=sign(SUM(r_s,s=t-19..t)); score_t=dir_t*(VR_t-1)","[""V2DS001"", ""V2DS003""]",273,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,273,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,6e046cb7ba30842e231b24938146e790f448f2d610c835df440792aa39ceb061,"[""SRC0261"", ""SRC0262""]","[""V2STRAT0058""]",Overlapping-return estimates are noisy and serially dependent; implementation must match the frozen estimator exactly.
V2FEAT0059,variance_ratio_switch,Variance-ratio continuation/reversal switch — VR_SWITCH_Q5_W504,"VR_t(q=5,W=504) = variance_of_q_period_sums/(q*variance_of_1_period_returns), using overlapping returns and Lo-MacKinlay finite-sample denominator inside the trailing window; dir_t=sign(SUM(r_s,s=t-4..t)); score_t=dir_t*(VR_t-1)","[""V2DS001"", ""V2DS003""]",510,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,510,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,9d89b8e84ec0a4d8f6958c6d7c37fc5f21e7d5f325e82c50ac7532b40002dec3,"[""SRC0261"", ""SRC0262""]","[""V2STRAT0059""]",Overlapping-return estimates are noisy and serially dependent; implementation must match the frozen estimator exactly.
V2FEAT0060,variance_ratio_switch,Variance-ratio continuation/reversal switch — VR_SWITCH_Q20_W504,"VR_t(q=20,W=504) = variance_of_q_period_sums/(q*variance_of_1_period_returns), using overlapping returns and Lo-MacKinlay finite-sample denominator inside the trailing window; dir_t=sign(SUM(r_s,s=t-19..t)); score_t=dir_t*(VR_t-1)","[""V2DS001"", ""V2DS003""]",525,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,525,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,f866d5cc74831e9faa170a6ce0c18f8d99856bdc47c2572538137c41cdb69cfb,"[""SRC0261"", ""SRC0262""]","[""V2STRAT0060""]",Overlapping-return estimates are noisy and serially dependent; implementation must match the frozen estimator exactly.
V2FEAT0061,autocorrelation_switch,Rolling autocorrelation continuation/reversal switch — AC_SWITCH_L1_W63,"rho_t=PearsonCorr(r_s,r_(s-1)) over the last 63 valid paired observations; recent_t=SUM(r_s,s=t-0..t); score_t=rho_t*recent_t","[""V2DS001"", ""V2DS003""]",65,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,65,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,b0c61929c5069c947419ffc051c0aeb76364d675f2c1c78d907b7fbd4b2bca2d,"[""SRC0255"", ""SRC0258""]","[""V2STRAT0061""]","Autocorrelation can be unstable, biased by outliers and contaminated by nonstationarity."
V2FEAT0062,autocorrelation_switch,Rolling autocorrelation continuation/reversal switch — AC_SWITCH_L2_W63,"rho_t=PearsonCorr(r_s,r_(s-2)) over the last 63 valid paired observations; recent_t=SUM(r_s,s=t-1..t); score_t=rho_t*recent_t","[""V2DS001"", ""V2DS003""]",66,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,66,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,bfb9bef9adddb0e36878eed4f8d088f1db62931f70bffbe0dc49a10764d7cf6c,"[""SRC0255"", ""SRC0258""]","[""V2STRAT0062""]","Autocorrelation can be unstable, biased by outliers and contaminated by nonstationarity."
V2FEAT0063,autocorrelation_switch,Rolling autocorrelation continuation/reversal switch — AC_SWITCH_L5_W126,"rho_t=PearsonCorr(r_s,r_(s-5)) over the last 126 valid paired observations; recent_t=SUM(r_s,s=t-4..t); score_t=rho_t*recent_t","[""V2DS001"", ""V2DS003""]",132,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,132,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,97ca909e35a703e1d28a164db41dafa11a87bc5b9fc2e6985f57e58961a87c91,"[""SRC0255"", ""SRC0258""]","[""V2STRAT0063""]","Autocorrelation can be unstable, biased by outliers and contaminated by nonstationarity."
V2FEAT0064,autocorrelation_switch,Rolling autocorrelation continuation/reversal switch — AC_SWITCH_L10_W126,"rho_t=PearsonCorr(r_s,r_(s-10)) over the last 126 valid paired observations; recent_t=SUM(r_s,s=t-9..t); score_t=rho_t*recent_t","[""V2DS001"", ""V2DS003""]",137,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,137,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,9436ee2f7b22be621c33990e9dde3eea06e0099fa494b1ff683ac6c32ec1c382,"[""SRC0255"", ""SRC0258""]","[""V2STRAT0064""]","Autocorrelation can be unstable, biased by outliers and contaminated by nonstationarity."
V2FEAT0065,autocorrelation_switch,Rolling autocorrelation continuation/reversal switch — AC_SWITCH_L20_W252,"rho_t=PearsonCorr(r_s,r_(s-20)) over the last 252 valid paired observations; recent_t=SUM(r_s,s=t-19..t); score_t=rho_t*recent_t","[""V2DS001"", ""V2DS003""]",273,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,273,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,ab4c5a77c58489a9a0501412dd9afe3c64628d2fed7ded6b66090c40ce5f6c89,"[""SRC0255"", ""SRC0258""]","[""V2STRAT0065""]","Autocorrelation can be unstable, biased by outliers and contaminated by nonstationarity."
V2FEAT0066,autocorrelation_switch,Rolling autocorrelation continuation/reversal switch — AC_SWITCH_L63_W504,"rho_t=PearsonCorr(r_s,r_(s-63)) over the last 504 valid paired observations; recent_t=SUM(r_s,s=t-62..t); score_t=rho_t*recent_t","[""V2DS001"", ""V2DS003""]",568,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,568,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,abd8cd39d7f26f2a45868fec2aea5901ee4a181bc9764cb8a75dd0feb602ff8e,"[""SRC0255"", ""SRC0258""]","[""V2STRAT0066""]","Autocorrelation can be unstable, biased by outliers and contaminated by nonstationarity."
V2FEAT0067,regression_trend_tstat,Rolling log-price slope t-statistic — REG_TSTAT_20,Fit OLS ln(P_s)=a+b*j on j=0..19 for s=t-19..t; compute Newey-West HAC t-stat of b with lag=floor(4*(W/100)^(2/9)); score_t=tstat_b,"[""V2DS001"", ""V2DS003""]",20,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,20,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,0b6bd65009c01e1c988a87a9aed0d327d51513e3e951f781274a924499f0cef1,"[""SRC0262""]","[""V2STRAT0067""]",HAC choices and deterministic trend assumptions may be fragile; no parameters may be retuned.
V2FEAT0068,regression_trend_tstat,Rolling log-price slope t-statistic — REG_TSTAT_40,Fit OLS ln(P_s)=a+b*j on j=0..39 for s=t-39..t; compute Newey-West HAC t-stat of b with lag=floor(4*(W/100)^(2/9)); score_t=tstat_b,"[""V2DS001"", ""V2DS003""]",40,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,40,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,64600ea74ade0037b5b30882f4ae21de368194752dd7a9cf9429534f8cf2567a,"[""SRC0262""]","[""V2STRAT0068""]",HAC choices and deterministic trend assumptions may be fragile; no parameters may be retuned.
V2FEAT0069,regression_trend_tstat,Rolling log-price slope t-statistic — REG_TSTAT_63,Fit OLS ln(P_s)=a+b*j on j=0..62 for s=t-62..t; compute Newey-West HAC t-stat of b with lag=floor(4*(W/100)^(2/9)); score_t=tstat_b,"[""V2DS001"", ""V2DS003""]",63,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,63,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,270b46ecd96042efab756e2d3e6e3f716eaa206ebc5e3bad5dc2a192b4810b86,"[""SRC0262""]","[""V2STRAT0069""]",HAC choices and deterministic trend assumptions may be fragile; no parameters may be retuned.
V2FEAT0070,regression_trend_tstat,Rolling log-price slope t-statistic — REG_TSTAT_126,Fit OLS ln(P_s)=a+b*j on j=0..125 for s=t-125..t; compute Newey-West HAC t-stat of b with lag=floor(4*(W/100)^(2/9)); score_t=tstat_b,"[""V2DS001"", ""V2DS003""]",126,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,126,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,684cf5e1810c382314d2f1b39d3b8ff24e1b195ed7dedd790b41e2aa93dd19bc,"[""SRC0262""]","[""V2STRAT0070""]",HAC choices and deterministic trend assumptions may be fragile; no parameters may be retuned.
V2FEAT0071,regression_trend_tstat,Rolling log-price slope t-statistic — REG_TSTAT_189,Fit OLS ln(P_s)=a+b*j on j=0..188 for s=t-188..t; compute Newey-West HAC t-stat of b with lag=floor(4*(W/100)^(2/9)); score_t=tstat_b,"[""V2DS001"", ""V2DS003""]",189,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,189,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,c794559bc47db9ea73afc54dcaa57675031339835822f7636748cf90d577a13d,"[""SRC0262""]","[""V2STRAT0071""]",HAC choices and deterministic trend assumptions may be fragile; no parameters may be retuned.
V2FEAT0072,regression_trend_tstat,Rolling log-price slope t-statistic — REG_TSTAT_252,Fit OLS ln(P_s)=a+b*j on j=0..251 for s=t-251..t; compute Newey-West HAC t-stat of b with lag=floor(4*(W/100)^(2/9)); score_t=tstat_b,"[""V2DS001"", ""V2DS003""]",252,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,252,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,4ce88fd56820d1903346d730119511bff95a5260459edf1cfe27a2b77f82a595,"[""SRC0262""]","[""V2STRAT0072""]",HAC choices and deterministic trend assumptions may be fragile; no parameters may be retuned.
V2FEAT0073,fifty_two_week_state,Trailing-high reference-price state — HIGH_STATE_63_0p9,"ratio_t=P_t/MAX(P_s,s=t-62..t); long_event_t=I[ratio_t>0.9]; short_event_t=I[ratio_t<0.9]; equality preserves state","[""V2DS001"", ""V2DS003""]",63,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,63,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,c230c0fa6fe1585093b6c1e65b8750b00ce8dfbe706b55f2e4670c90f8ad338a,"[""SRC0259""]","[""V2STRAT0073""]",The original evidence is cross-sectional and may not transfer to aggregate market timing.
V2FEAT0074,fifty_two_week_state,Trailing-high reference-price state — HIGH_STATE_63_0p95,"ratio_t=P_t/MAX(P_s,s=t-62..t); long_event_t=I[ratio_t>0.95]; short_event_t=I[ratio_t<0.95]; equality preserves state","[""V2DS001"", ""V2DS003""]",63,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,63,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,3f1a4a12ceca380e75db3857b249ed2e8ccd095fb0887123d67d717b303dc571,"[""SRC0259""]","[""V2STRAT0074""]",The original evidence is cross-sectional and may not transfer to aggregate market timing.
V2FEAT0075,fifty_two_week_state,Trailing-high reference-price state — HIGH_STATE_126_0p9,"ratio_t=P_t/MAX(P_s,s=t-125..t); long_event_t=I[ratio_t>0.9]; short_event_t=I[ratio_t<0.9]; equality preserves state","[""V2DS001"", ""V2DS003""]",126,daily decision,after SPY regular-session close t,0 sessions after close for market data; execution remains next open,frozen in formula; rolling/expanding only,Do not future-fill. Preserve prior position until all required inputs are causally available.,126,Fixed ETF identity and actual inception; no current-constituent history; no observation after t.,45b4abd1e90fdfa674fa6e34f40011e37e20bc3728e833bca17c6af3eef83b2b,"[""SRC0259""]","[""V2STRAT0075""]",The original evidence is cross-sectional and may not transfer to aggregate market timing.
