feature_id,family,feature_name,formula,inputs,lookback,frequency,available_at,causal_lag,normalization,missing_data_rule,warmup,point_in_time_requirement,canonical_hash_basis,research_source_ids,candidate_strategy_ids,risk_notes
FEAT0034,trend_ensemble,Multi-horizon trend vote — VOTE_50_100_200,"vote_h_t = sign(TR_CLOSE_t / TR_CLOSE[t-h] - 1) for h in [50, 100, 200] ; score_t = sum(vote_h_t)","[""DS002"", ""DS001""]",201,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",201,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",dd4fb09691c852e045f6f5e89a86431d4c13b12ea82afe987fd85dcc0942bc4f,"[""SRC0001"", ""SRC0002"", ""SRC0003"", ""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0034""]",correlated horizons; rebound losses
FEAT0035,trend_ensemble,Multi-horizon trend vote — VOTE_42_84_168_252,"vote_h_t = sign(TR_CLOSE_t / TR_CLOSE[t-h] - 1) for h in [42, 84, 168, 252] ; score_t = sum(vote_h_t)","[""DS002"", ""DS001""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",39e30378c54b355bd8e73388af7dbfd211b9a96081963337570895e559960acb,"[""SRC0001"", ""SRC0002"", ""SRC0003"", ""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0035""]",correlated horizons; rebound losses
FEAT0036,trend_ensemble,Multi-horizon trend vote — VOTE_63_126_189_252_378,"vote_h_t = sign(TR_CLOSE_t / TR_CLOSE[t-h] - 1) for h in [63, 126, 189, 252, 378] ; score_t = sum(vote_h_t)","[""DS002"", ""DS001""]",379,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",379,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",353ea79de00710628482fc75b578da087a94b9de173a176f25cad296608449b1,"[""SRC0001"", ""SRC0002"", ""SRC0003"", ""SRC0020"", ""SRC0021"", ""SRC0022""]","[""STRAT0036""]",correlated horizons; rebound losses
FEAT0037,dual_ma_cross,Fast/slow moving-average crossover — MA_10_50,fast_t = mean(TR_CLOSE[t-9:t]) ; slow_t = mean(TR_CLOSE[t-49:t]) ; score_t = fast_t - slow_t,"[""DS002"", ""DS001""]",50,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",50,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",781b236cddecddfa35b86aed2569bb03f6739ffdb19c8cf8bba4f0accc3f6926,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0037""]",lag and whipsaw
FEAT0038,dual_ma_cross,Fast/slow moving-average crossover — MA_20_100,fast_t = mean(TR_CLOSE[t-19:t]) ; slow_t = mean(TR_CLOSE[t-99:t]) ; score_t = fast_t - slow_t,"[""DS002"", ""DS001""]",100,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",100,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",bcabea7b0cb230bb1ce1a93f2dfcb2cce0f70a3325e9131b7e08750d33511642,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0038""]",lag and whipsaw
FEAT0039,dual_ma_cross,Fast/slow moving-average crossover — MA_20_200,fast_t = mean(TR_CLOSE[t-19:t]) ; slow_t = mean(TR_CLOSE[t-199:t]) ; score_t = fast_t - slow_t,"[""DS002"", ""DS001""]",200,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",200,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",4ec4e0a62d7851c29c37671f0719e92b2d1ec04ea136ca1acd215455e65a5ad9,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0039""]",lag and whipsaw
FEAT0040,dual_ma_cross,Fast/slow moving-average crossover — MA_50_150,fast_t = mean(TR_CLOSE[t-49:t]) ; slow_t = mean(TR_CLOSE[t-149:t]) ; score_t = fast_t - slow_t,"[""DS002"", ""DS001""]",150,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",150,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",01c68b7533da74c32b829702005a69173298091f78c3fae3bf5b3d9263d4ae86,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0040""]",lag and whipsaw
FEAT0041,dual_ma_cross,Fast/slow moving-average crossover — MA_50_200,fast_t = mean(TR_CLOSE[t-49:t]) ; slow_t = mean(TR_CLOSE[t-199:t]) ; score_t = fast_t - slow_t,"[""DS002"", ""DS001""]",200,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",200,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",9e00ab2b055ec8e6e4496693e6ca2f6439c3f81c70fdecdee9bab25c8b043543,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0041""]",lag and whipsaw
FEAT0042,dual_ma_cross,Fast/slow moving-average crossover — MA_100_250,fast_t = mean(TR_CLOSE[t-99:t]) ; slow_t = mean(TR_CLOSE[t-249:t]) ; score_t = fast_t - slow_t,"[""DS002"", ""DS001""]",250,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",250,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",3f3803e27c38fb493602db6e71acb005a607cea5707d335ae1ac2b1b0b0f338c,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0042""]",lag and whipsaw
FEAT0043,price_breakout,Prior-range price breakout — DONCHIAN_20,prior_high_t = max(TR_CLOSE[t-20:t-1]) ; prior_low_t = min(TR_CLOSE[t-20:t-1]),"[""DS002"", ""DS001""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",e6debdb5922f9b7a7b950f7117b5b42a88b16f01e2a4fe18702df924c84dc350,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0043""]",false breakouts; sparse switches
FEAT0044,price_breakout,Prior-range price breakout — DONCHIAN_55,prior_high_t = max(TR_CLOSE[t-55:t-1]) ; prior_low_t = min(TR_CLOSE[t-55:t-1]),"[""DS002"", ""DS001""]",56,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",56,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",0843e81b3f4df9b6ac22b0603fa9a67c156427cac936b494f23e0d5ceff808d8,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0044""]",false breakouts; sparse switches
FEAT0045,price_breakout,Prior-range price breakout — DONCHIAN_90,prior_high_t = max(TR_CLOSE[t-90:t-1]) ; prior_low_t = min(TR_CLOSE[t-90:t-1]),"[""DS002"", ""DS001""]",91,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",91,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",63050a42ae954e717c405e92d518766b5eec5bfba6d9d585f0a6a0289bb9c3b5,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0045""]",false breakouts; sparse switches
FEAT0046,price_breakout,Prior-range price breakout — DONCHIAN_126,prior_high_t = max(TR_CLOSE[t-126:t-1]) ; prior_low_t = min(TR_CLOSE[t-126:t-1]),"[""DS002"", ""DS001""]",127,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",127,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",dba7a3ad8301ec07784cedca0164990ffcff1a66aaaad066e587fd3c439a6f72,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0046""]",false breakouts; sparse switches
FEAT0047,price_breakout,Prior-range price breakout — DONCHIAN_189,prior_high_t = max(TR_CLOSE[t-189:t-1]) ; prior_low_t = min(TR_CLOSE[t-189:t-1]),"[""DS002"", ""DS001""]",190,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",190,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",150609b5c2cab0506a2df87c3de0221bdb3ff48b9201196a14e8ef6c979b7b67,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0047""]",false breakouts; sparse switches
FEAT0048,price_breakout,Prior-range price breakout — DONCHIAN_252,prior_high_t = max(TR_CLOSE[t-252:t-1]) ; prior_low_t = min(TR_CLOSE[t-252:t-1]),"[""DS002"", ""DS001""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",a4297200c66531eceb04e5e770ed94e64dda13a1692754d7db4dd5c40c200a44,"[""SRC0001"", ""SRC0002"", ""SRC0003""]","[""STRAT0048""]",false breakouts; sparse switches
FEAT0049,volume_conditioned_reversal,Volume-gated reversal — REV1_VOL20_Z1,"lag_return_t = TR_CLOSE_t / TR_CLOSE[t-1] - 1 ; volume_z_t = rolling_zscore(log(1+volume), 20) ; score_t = -sign(lag_return_t) only when volume_z_t exceeds threshold","[""DS002"", ""DS001""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,rolling z-score over 20 completed sessions,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",10f1bc6765a7209b9b2e9c7beff006f8b58565b7ac8e91db18e50a34d78f5958,"[""SRC0037"", ""SRC0038"", ""SRC0039"", ""SRC0047"", ""SRC0050"", ""SRC0133""]","[""STRAT0049""]",volume definition changes; overnight recovery
FEAT0050,volume_conditioned_reversal,Volume-gated reversal — REV2_VOL20_Z1,"lag_return_t = TR_CLOSE_t / TR_CLOSE[t-2] - 1 ; volume_z_t = rolling_zscore(log(1+volume), 20) ; score_t = -sign(lag_return_t) only when volume_z_t exceeds threshold","[""DS002"", ""DS001""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,rolling z-score over 20 completed sessions,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",4b00317ae4eba2d3cf4e69f717218a7ef64c86b7e8c841c3731204734da71392,"[""SRC0037"", ""SRC0038"", ""SRC0039"", ""SRC0047"", ""SRC0050"", ""SRC0133""]","[""STRAT0050""]",volume definition changes; overnight recovery
FEAT0051,volume_conditioned_reversal,Volume-gated reversal — REV5_VOL20_Z1,"lag_return_t = TR_CLOSE_t / TR_CLOSE[t-5] - 1 ; volume_z_t = rolling_zscore(log(1+volume), 20) ; score_t = -sign(lag_return_t) only when volume_z_t exceeds threshold","[""DS002"", ""DS001""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,rolling z-score over 20 completed sessions,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",e1304ebb1152ee69ed89fce21d5d3feeca19f62c24127135df64a01f32067996,"[""SRC0037"", ""SRC0038"", ""SRC0039"", ""SRC0047"", ""SRC0050"", ""SRC0133""]","[""STRAT0051""]",volume definition changes; overnight recovery
FEAT0052,volume_conditioned_reversal,Volume-gated reversal — REV1_VOL63_Z1,"lag_return_t = TR_CLOSE_t / TR_CLOSE[t-1] - 1 ; volume_z_t = rolling_zscore(log(1+volume), 63) ; score_t = -sign(lag_return_t) only when volume_z_t exceeds threshold","[""DS002"", ""DS001""]",64,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,rolling z-score over 63 completed sessions,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",64,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",ecd15d227d465a4dddccd22d771f80c32da82a89a679776fdbd8e750f665c2a8,"[""SRC0037"", ""SRC0038"", ""SRC0039"", ""SRC0047"", ""SRC0050"", ""SRC0133""]","[""STRAT0052""]",volume definition changes; overnight recovery
FEAT0053,volume_conditioned_reversal,Volume-gated reversal — REV5_VOL63_Z1,"lag_return_t = TR_CLOSE_t / TR_CLOSE[t-5] - 1 ; volume_z_t = rolling_zscore(log(1+volume), 63) ; score_t = -sign(lag_return_t) only when volume_z_t exceeds threshold","[""DS002"", ""DS001""]",64,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,rolling z-score over 63 completed sessions,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",64,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",8d4adb3b0b89ad919e2149ffcdc7845af04104ae62b3fe5f75f11633e7f9ca75,"[""SRC0037"", ""SRC0038"", ""SRC0039"", ""SRC0047"", ""SRC0050"", ""SRC0133""]","[""STRAT0053""]",volume definition changes; overnight recovery
FEAT0054,volume_conditioned_reversal,Volume-gated reversal — REV10_VOL63_Z1,"lag_return_t = TR_CLOSE_t / TR_CLOSE[t-10] - 1 ; volume_z_t = rolling_zscore(log(1+volume), 63) ; score_t = -sign(lag_return_t) only when volume_z_t exceeds threshold","[""DS002"", ""DS001""]",64,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,rolling z-score over 63 completed sessions,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",64,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",fb013a96bb4d91d39bed9576539899a19415ab478333f6d89adb1a8f4c89ee27,"[""SRC0037"", ""SRC0038"", ""SRC0039"", ""SRC0047"", ""SRC0050"", ""SRC0133""]","[""STRAT0054""]",volume definition changes; overnight recovery
FEAT0055,variance_risk_premium_proxy,Free variance-risk-premium proxy — VRP20_POS_LONG,"realized_variance_t = 252*mean(log_return^2, 20) ; vrp_proxy_t = (VIX_t/100)^2 - realized_variance_t","[""DS002"", ""DS001"", ""DS004""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",02cc6246d3080c462fbcfd4b1eb3d5768eef0bec03d5d34e9ad41217e47bd462,"[""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0055""]",proxy error; sign/decomposition ambiguity
FEAT0056,variance_risk_premium_proxy,Free variance-risk-premium proxy — VRP20_POS_SHORT,"realized_variance_t = 252*mean(log_return^2, 20) ; vrp_proxy_t = (VIX_t/100)^2 - realized_variance_t","[""DS002"", ""DS001"", ""DS004""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",7dce59d357eb3cda58c3fdf70051d084007abe95f9c82a2aa0c0bfa23ac7c50f,"[""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0056""]",proxy error; sign/decomposition ambiguity
FEAT0057,variance_risk_premium_proxy,Free variance-risk-premium proxy — VRP63_POS_LONG,"realized_variance_t = 252*mean(log_return^2, 63) ; vrp_proxy_t = (VIX_t/100)^2 - realized_variance_t","[""DS002"", ""DS001"", ""DS004""]",64,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",64,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",bcc1a484b9bd9a7b68e9353d255b7b295919245b14a92da88a710e0bc7c37587,"[""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0057""]",proxy error; sign/decomposition ambiguity
FEAT0058,variance_risk_premium_proxy,Free variance-risk-premium proxy — VRP63_POS_SHORT,"realized_variance_t = 252*mean(log_return^2, 63) ; vrp_proxy_t = (VIX_t/100)^2 - realized_variance_t","[""DS002"", ""DS001"", ""DS004""]",64,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",64,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",9f262cbbe10a165e6fcdb3fa4eb9f9c584057a8011d02a2f2bc2f32cbd427b46,"[""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0058""]",proxy error; sign/decomposition ambiguity
FEAT0059,variance_risk_premium_proxy,Free variance-risk-premium proxy — VRP126_POS_LONG,"realized_variance_t = 252*mean(log_return^2, 126) ; vrp_proxy_t = (VIX_t/100)^2 - realized_variance_t","[""DS002"", ""DS001"", ""DS004""]",127,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",127,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",85b52aef2c079941b2b6d5bee4a70c3f9758ebec76d5bf44da17c6597e4c1c4f,"[""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0059""]",proxy error; sign/decomposition ambiguity
FEAT0060,variance_risk_premium_proxy,Free variance-risk-premium proxy — VRP126_POS_SHORT,"realized_variance_t = 252*mean(log_return^2, 126) ; vrp_proxy_t = (VIX_t/100)^2 - realized_variance_t","[""DS002"", ""DS001"", ""DS004""]",127,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",127,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",93ef632bf455cff64b95e95a4b4b04b2683e362caf75c986b180245ae9583851,"[""SRC0060"", ""SRC0061"", ""SRC0062""]","[""STRAT0060""]",proxy error; sign/decomposition ambiguity
FEAT0061,vix_extreme_reversal,VIX extreme panic reversal — VIX_PCTL_90_10,"vix_pct_t = causal_percentile_rank(VIX_t, window=252)","[""DS002"", ""DS001"", ""DS004""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",f70b0cf79eeaa1ece5545abe3dc630760e1c08c42801f9a39e3458f48e3f6651,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0033"", ""SRC0035"", ""SRC0036""]","[""STRAT0061""]",extreme thresholds; short side weak
FEAT0062,vix_extreme_reversal,VIX extreme panic reversal — VIX_PCTL_95_05,"vix_pct_t = causal_percentile_rank(VIX_t, window=252)","[""DS002"", ""DS001"", ""DS004""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",8f930db0576ceff31084229fbdab2e07f8c7dd86c6eb7190680c579a6d5e997e,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0033"", ""SRC0035"", ""SRC0036""]","[""STRAT0062""]",extreme thresholds; short side weak
FEAT0063,vix_extreme_reversal,VIX extreme panic reversal — VIX_PCTL_85_15,"vix_pct_t = causal_percentile_rank(VIX_t, window=126)","[""DS002"", ""DS001"", ""DS004""]",127,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",127,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",f1358253d5fc12036e28e783eb8daa73e1c90882a99a1e0968c07056060e79bb,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0033"", ""SRC0035"", ""SRC0036""]","[""STRAT0063""]",extreme thresholds; short side weak
FEAT0064,vix_extreme_reversal,VIX extreme panic reversal — VIX_Z_20_2,"vix_z_t = rolling_zscore(log(VIX), 20)","[""DS002"", ""DS001"", ""DS004""]",21,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",21,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",6f2156df675093f3645d1ec96f38ce32621ec6d43998993ba9e9c1f513fb052b,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0033"", ""SRC0035"", ""SRC0036""]","[""STRAT0064""]",extreme thresholds; short side weak
FEAT0065,vix_extreme_reversal,VIX extreme panic reversal — VIX_Z_63_2,"vix_z_t = rolling_zscore(log(VIX), 63)","[""DS002"", ""DS001"", ""DS004""]",64,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",64,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",bfd48194167854be9b9029e9a12749f12fe37f9f7e0b0be3d5a48441a1329061,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0033"", ""SRC0035"", ""SRC0036""]","[""STRAT0065""]",extreme thresholds; short side weak
FEAT0066,vix_extreme_reversal,VIX extreme panic reversal — VIX_Z_252_15,"vix_z_t = rolling_zscore(log(VIX), 252)","[""DS002"", ""DS001"", ""DS004""]",253,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",253,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",2c4da1964273e47316de0d26cdae237a50a6e314348db11254347d6ed0257199,"[""SRC0056"", ""SRC0057"", ""SRC0058"", ""SRC0033"", ""SRC0035"", ""SRC0036""]","[""STRAT0066""]",extreme thresholds; short side weak
FEAT0067,vix_level_change,VIX level/change continuation — VIX_CHG_1,vix_change_t = log(VIX_t / VIX[t-1]) ; score_t = -vix_change_t,"[""DS002"", ""DS001"", ""DS004""]",2,daily decision / source-native updates carried causally,after SPY regular-session close t and after every non-price input release_time <= close_t,source-specific release lag; decision only after release_time <= close_t,none; all rolling statistics use only observations available through close t,"Do not backfill from the future. Within source-specific staleness limits, carry forward only a value already released; otherwise preserve the previous +1/-1 position.",2,"All macro, survey, positioning and revised-index inputs require vintage/release timestamps; price data require action-consistent history.",c42af3f4a065819217cca31818559694e2767baf34fe229fa60df6f1fcc56d9b,"[""SRC0056"", ""SRC0057"", ""SRC0058""]","[""STRAT0067""]",contemporaneous versus predictive confusion
