task_id,repository_id,base_ref,base_sha,working_branch,planned_files,acceptance_command,expected_result,acceptance_workflow,merge_dependency,rollback_command_or_manifest
PREV7-0706,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Canonical smoke,gtbi-v7-master-plan-quality.yml,,
PREV7-0707,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,360-job capacity smoke,gtbi-v7-master-plan-quality.yml,,
PREV7-0708,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Full-scale encrypted transport, segmented replication, reverse-recovery and hierarchical-merge smoke",gtbi-v7-master-plan-quality.yml,,
PREV7-0710,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Source-account and source external-control billing authorization and reservation for every real G7 smoke,gtbi-v7-master-plan-quality.yml,,
PREV7-0711,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Disposable G7 validation repository created interactively by the owner in the isolated campaign organization from the approved template, then independently attested by immutable repository ID; first real G7 resource after full governance",gtbi-v7-master-plan-quality.yml,,
PREV7-0712,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Destination-account and destination external-control billing authorization and reservation for every real G7 smoke,gtbi-v7-master-plan-quality.yml,,
PREV7-0713,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Consolidated G7 budget, FX and exact repository/workload receipt set with no missing or duplicate billing domain",gtbi-v7-master-plan-quality.yml,,
PREV7-0714,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Terminal current-generation G7 validation cleanup after the G7 attempt is terminal, its dispatch registry is closed and every admitted operation is terminal, or after matching source/destination-owner formal-abandonment receipts; all leases/credentials/tenants revoked and repository deny-all",gtbi-v7-master-plan-quality.yml,,
PREV7-0715,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Append-only `G7_ATTEMPT-n` controller with per-attempt authorization, budget, keys, leases, evidence and terminal cleanup generation",gtbi-v7-master-plan-quality.yml,,
PREV7-0800,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"V7 implementation merged by protected PR, then revalidated on the merged SHA through a fresh immutable G7 attempt with terminal cleanup receipt",gtbi-v7-master-plan-quality.yml,,
PREV7-0801,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Go/no-go evidence bundle bound to the current role-registry digest plus independent redaction-review receipt, including execution identity, monetary authorizations, owner installation and independent-restore receipts",gtbi-v7-master-plan-quality.yml,,
PREV7-0802,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Scientific sign-off on exact runbook-core digest,gtbi-v7-master-plan-quality.yml,,
PREV7-0803,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Operational sign-off on exact runbook-core digest,gtbi-v7-master-plan-quality.yml,,
PREV7-0804,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Explicit authorization receipt and immutable authorization envelope for the exact runbook core and security approval,gtbi-v7-master-plan-quality.yml,,
PREV7-0805,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Immutable proposed full-run runbook core, exact source/destination key-broker custodian operation receipts and digest",gtbi-v7-master-plan-quality.yml,,
PREV7-0806,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Approved full campaign executed only after revalidating the current G8 attempt/condition/evidence and consuming the immutable dispatch capsule,gtbi-v7-master-plan-quality.yml,,
PREV7-0807,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Final authorization/evidence sync to independent destination, restore proof and immutable dispatch capsule bound to the exact current G8 preauthorization attempt",gtbi-v7-master-plan-quality.yml,,
PREV7-0808,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Owner-completed disposable campaign repository, source-App installation and destination-installation ceremony receipts",gtbi-v7-master-plan-quality.yml,,
PREV7-0809,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Exact-workload acceptable-use approval receipt bound to the runbook-core digest,gtbi-v7-master-plan-quality.yml,,
PREV7-0810,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Exact reviewed execution bundle committed once in the campaign repository, with immutable commit/tree/mapping identity",gtbi-v7-master-plan-quality.yml,,
PREV7-0811,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Exact full source-account and source external-control monetary authorization and reservation,gtbi-v7-master-plan-quality.yml,,
PREV7-0812,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Exact full destination-account and destination external-control monetary authorization and reservation,gtbi-v7-master-plan-quality.yml,,
PREV7-0813,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Consolidated exact full budget, FX and reservation receipt set with no missing or duplicate billing domain",gtbi-v7-master-plan-quality.yml,,
PREV7-0814,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Immutable full-disposition controller initialized as `pending`, with immutable decision deadline/escalation, nonterminal intent/deadline states `abandonment_pending_remote` and `security_abandoned_pending_remote`, dispatch boundary and completed/abandoned branches",gtbi-v7-master-plan-quality.yml,,
PREV7-0815,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Multi-party capped pre-ID authorization for campaign repository/App/key provisioning only,gtbi-v7-master-plan-quality.yml,,
PREV7-0816,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Final security approval for the exact runbook-core digest, deployed IAM/Apps/keys/deadmen, destructive-path tests and accepted residual risks",gtbi-v7-master-plan-quality.yml,,
PREV7-0901,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Final result verification,gtbi-v7-master-plan-quality.yml,,
PREV7-0902,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Durable final result, recovery evidence and audit publication to primary and mirror",gtbi-v7-master-plan-quality.yml,,
PREV7-0903,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Legacy rollback observation and retirement, concurrent with the recovery-retention window",gtbi-v7-master-plan-quality.yml,,
PREV7-0904,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Destination-pulled final result, recovery/audit evidence, independent restore and source-access revocation",gtbi-v7-master-plan-quality.yml,,
PREV7-0905,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"`full_disposition=completed` CAS plus immediate source/destination lease stop, App suspension, credential revocation and deny-all receipt",gtbi-v7-master-plan-quality.yml,,
PREV7-0906,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Destination campaign control-plane retirement after recovery predicates and immutable billing/dispute-evidence export; reconciliation or bounded `DISPUTED_CLEAN` recorded,gtbi-v7-master-plan-quality.yml,,
PREV7-0907,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Source campaign and G7 validation repositories, packages, checkpoints and external-control tenants independently physically retired after recovery predicates and immutable billing/dispute-evidence export",gtbi-v7-master-plan-quality.yml,,
PREV7-0910,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Conditional immediate abandoned-campaign security cleanup when `full_disposition=abandoned`, including one immutable inventory/no-action-or-revocation substitution receipt per cancelled pre-dispatch task",gtbi-v7-master-plan-quality.yml,,
PREV7-0911,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Conditional delayed destination physical cleanup, independent receipt and reconciliation-or-bounded-`DISPUTED_CLEAN` state for the abandoned branch",gtbi-v7-master-plan-quality.yml,,
PREV7-0912,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Conditional delayed source physical cleanup and independent receipt; joint reconciliation waits for both domains in PREV7-0913,gtbi-v7-master-plan-quality.yml,,
PREV7-0913,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Final selected-campaign-branch reconciler: verifies normal or abandoned substitution receipts; normal completion requires every billing domain reconciled or pre-authorized `NO_INVOICE_EXPECTED_CLEAN`, while a dispute emits nonterminal `CAMPAIGN_DISPUTED_CLEAN` and keeps the task active; only the abandoned branch may close through its approved bounded financial exception",gtbi-v7-master-plan-quality.yml,,
PREV7-0914,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Conditional post-dispatch recovery-only dual-restore capsule and receipts, or pre-dispatch no-ciphertext alternative-completion receipt, including one immutable result/preservation substitution receipt per cancelled dispatch/result task",gtbi-v7-master-plan-quality.yml,,
PREV7-1001,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Repository layout ADR,gtbi-v7-master-plan-quality.yml,,
PREV7-1002,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,Staged non-GTBI package modernization,gtbi-v7-master-plan-quality.yml,,
PREV7-1003,trading-optimizer-lab-org/aurora,refs/heads/main,56251bbdd76a994b5032b912e9266253af3f4091,codex/gtbi-v7-master-plan-bootstrap,[],,"Final successful-project reconciler, with actor distinct from implementer, last-change author and repository owner: verifies every other G10 obligation and a reconciled or pre-authorized-no-invoice normal campaign-clean receipt, then alone emits project-terminal `COMPLETED_CLEAN`",gtbi-v7-master-plan-quality.yml,,
