task_id,task_definition_digest,title,gate,priority,owner_role,dependencies,required_approver_roles,approval_policy_digest,required_evidence_classification,exact_inputs,entry_conditions,exact_outputs,acceptance_criteria,activation_condition,alternative_completion,cancel_condition,rollback,rollback_trigger,repository_id,planned_files,acceptance_command,expected_result,merge_dependency,estimated_work_hours,estimated_elapsed_hours,external_lead_time_hours,planning_state,planning_blocker_code_or_null,planned_start_utc,due_at_utc,latest_start_utc,schedule_owner_role,required_participant_role_ids,required_participant_actor_ids,participant_availability_manifest_digest,participant_max_concurrent_tasks_by_actor,review_lead_time_hours,provider_or_hiring_lead_time_hours,budget_currency,estimated_cost_entries_by_domain
PREV7-0306,sha256:ab3f8589800d888a3df911e2ed9376d35e0f4b57b0d1b8b2bc7046d83b975938,Reproducibility classification,G2,P0,Implementer,"[""PREV7-0005""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Reproducibility classification,,,,,,,trading-optimizer-lab-org/aurora,[],,Reproducibility classification,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0307,sha256:4fe2a96d207c6a82521d79316409897185ae504075792a092b090d843e228d12,"Authenticated V6 input identity, or hashed no-V7-baseline decision plus separately scoped future-reference proposal that leaves G5/full blocked",G2,P1,Implementer,"[""PREV7-0301"",""PREV7-0302"",""PREV7-0303"",""PREV7-0305"",""PREV7-0306""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Authenticated V6 input identity, or hashed no-V7-baseline decision plus separately scoped future-reference proposal that leaves G5/full blocked",,,,,,,trading-optimizer-lab-org/aurora,[],,"Authenticated V6 input identity, or hashed no-V7-baseline decision plus separately scoped future-reference proposal that leaves G5/full blocked",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0308,sha256:1d3eb067a64951244e5843bda35184c3451938feca2ae7529acb1db73394cc72,"Independently administered destination foundation, account-root/payer/key-custodian receipts, storage and lease registry; destination-owned `gtbi-dependency-extract` App, GitHub-generated private key securely imported into its destination broker, source-owner selected-repository installations and restore-ready control plane",G3B,P0,Independent disaster-copy owner,"[""G2"",""PREV7-0208"",""PREV7-0301"",""PREV7-0302"",""PREV7-0309""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Independently administered destination foundation, account-root/payer/key-custodian receipts, storage and lease registry; destination-owned `gtbi-dependency-extract` App, GitHub-generated private key securely imported into its destination broker, source-owner selected-repository installations and restore-ready control plane",,,,,,,trading-optimizer-lab-org/aurora,[],,"Independently administered destination foundation, account-root/payer/key-custodian receipts, storage and lease registry; destination-owned `gtbi-dependency-extract` App, GitHub-generated private key securely imported into its destination broker, source-owner selected-repository installations and restore-ready control plane",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0309,sha256:028db113c3bbd3133ae8ed7490d8003061231174e11e76c5f534c90977949285,"Versioned GitHub Actions acceptable-use and pricing envelope, selected `CAPACITY_TOPOLOGY`, current capacity/source receipt and control reserves",G2,P0,Repository owner,"[""PREV7-0001"",""PREV7-0302""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Versioned GitHub Actions acceptable-use and pricing envelope, selected `CAPACITY_TOPOLOGY`, current capacity/source receipt and control reserves",,,,,,,trading-optimizer-lab-org/aurora,[],,"Versioned GitHub Actions acceptable-use and pricing envelope, selected `CAPACITY_TOPOLOGY`, current capacity/source receipt and control reserves",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0310,sha256:0f1d4b0812f60b15d4483c6fc0d7faf83412d2553a9e14e5c9cdd30b1a784264,Final pre-authorization dependency and exact execution-commit copy plus total-primary-loss restore proof,G8,P0,Independent disaster-copy owner,"[""PREV7-0304"",""PREV7-0305"",""PREV7-0307"",""PREV7-0308"",""PREV7-0708"",""PREV7-0800"",""PREV7-0808"",""PREV7-0810"",""PREV7-0813""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Final pre-authorization dependency and exact execution-commit copy plus total-primary-loss restore proof,,,,,,,trading-optimizer-lab-org/aurora,[],,Final pre-authorization dependency and exact execution-commit copy plus total-primary-loss restore proof,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,independent_disaster_copy_owner,"[""independent_disaster_copy_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0400,sha256:047f3430facb5300b02d598518a3dfbce830ac33d1eafd019cf8125ed9e0ef58,"Complete resumable GitHub artifact, release and package inventory",G4,P1,Implementer,"[""PREV7-0001"",""PREV7-0003""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Complete resumable GitHub artifact, release and package inventory",,,,,,,trading-optimizer-lab-org/aurora,[],,"Complete resumable GitHub artifact, release and package inventory",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0401,sha256:5073f9962cab79a74a524d5d2c2e3124ff85c300d7950ac054c34a41539e9d55,Workflow and branch registry,G4,P1,Implementer,"[""PREV7-0001"",""PREV7-0400""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Workflow and branch registry,,,,,,,trading-optimizer-lab-org/aurora,[],,Workflow and branch registry,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0402,sha256:e73e279a722d109b7300cbc6ea4212b348ed13d06054ee714d1fdf1035eb63bd,Worktree and dirty-change registry,G4,P1,Implementer,"[""PREV7-0001""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Worktree and dirty-change registry,,,,,,,trading-optimizer-lab-org/aurora,[],,Worktree and dirty-change registry,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0403,sha256:92e720cace45b73bcaff8b2517f6116c01f19c4246979855e96f26cf92523e8f,Preservation decision for every dirty worktree,G4,P1,Repository owner,"[""PREV7-0402""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Preservation decision for every dirty worktree,,,,,,,trading-optimizer-lab-org/aurora,[],,Preservation decision for every dirty worktree,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0404,sha256:80fde24fd5baff1ea316a0329f62bc8a9bcbc00e848cadf82695e609ab2437df,Fresh primary editing clone,G4,P1,Implementer,"[""PREV7-0403""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Fresh primary editing clone,,,,,,,trading-optimizer-lab-org/aurora,[],,Fresh primary editing clone,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0405,sha256:9fcad5b42b403cf97414dda0634c2cd6660947ffbb36e0921a11e592c0b7a838,One active worktree per active branch,G4,P1,Implementer,"[""PREV7-0404""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,One active worktree per active branch,,,,,,,trading-optimizer-lab-org/aurora,[],,One active worktree per active branch,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0406,sha256:eea3a717ad956243cf3f24ecf2ce3ed0b7d37182d9a4a0d265334f78fa88a035,Post-campaign quarantine plan and durable restore proof for redundant copies,G10,P2,Repository owner,"[""PREV7-0405"",""PREV7-0903""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Post-campaign quarantine plan and durable restore proof for redundant copies,,,,,,,trading-optimizer-lab-org/aurora,[],,Post-campaign quarantine plan and durable restore proof for redundant copies,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0407,sha256:8da9421f6cef77a1e947b39ac34ce68d64f4716d2b1d0fdd13826073dc67ea0d,Approved deletion after grace period,G10,P2,Repository owner,"[""PREV7-0406""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Approved deletion after grace period,,,,,,,trading-optimizer-lab-org/aurora,[],,Approved deletion after grace period,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,repository_owner,"[""repository_owner""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0501,sha256:5089ec198ed01976f0f595b018d142f49c8ab61288ed9b9412490abc64d475c9,New branch from freshly fetched `origin/main` containing or postdating the exact PR-20 disposition,G5,P0,Implementer,"[""PREV7-0001"",""PREV7-0103"",""PREV7-0202"",""PREV7-0401"",""PREV7-0404"",""PREV7-0405"",""PREV7-0502""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,New branch from freshly fetched `origin/main` containing or postdating the exact PR-20 disposition,,,,,,,trading-optimizer-lab-org/aurora,[],,New branch from freshly fetched `origin/main` containing or postdating the exact PR-20 disposition,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0502,sha256:7b0154a56c2c9a531595cae1783426888cfe0500df699af490ec0dfa89feff6d,"PR 20 resolved or replaced on `main`, with exact disposition receipt",G5,P1,Implementer,"[""PREV7-0001"",""PREV7-0202"",""PREV7-0401""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"PR 20 resolved or replaced on `main`, with exact disposition receipt",,,,,,,trading-optimizer-lab-org/aurora,[],,"PR 20 resolved or replaced on `main`, with exact disposition receipt",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0503,sha256:d965d198630bfa19b34c74208acf7f142d3dd6c68b345bc77b0c1262494d97c6,Independently approved frozen scientific contract,G5,P0,Scientific reviewer,"[""PREV7-0103"",""PREV7-0201"",""PREV7-0306""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Independently approved frozen scientific contract,,,,,,,trading-optimizer-lab-org/aurora,[],,Independently approved frozen scientific contract,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,scientific_reviewer,"[""scientific_reviewer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0504,sha256:350ce257321b7ae1869b1981488f783b95b9ca6f4af085cc621e936ff3d31416,"Immutable forward proposal, two required approval receipts and non-circular activation record when available, otherwise hashed and attested no-forward decision",G5,P0,Implementer,"[""PREV7-0204"",""PREV7-0503""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Immutable forward proposal, two required approval receipts and non-circular activation record when available, otherwise hashed and attested no-forward decision",,,,,,,trading-optimizer-lab-org/aurora,[],,"Immutable forward proposal, two required approval receipts and non-circular activation record when available, otherwise hashed and attested no-forward decision",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0505,sha256:5c2fd111a71a2802da6bcf0ae9fe986a6a28cb92cd67f45cf9aaeb0e2814d763,Synthetic semantic oracle plus authenticated scientific-reviewer acceptance receipt,G5,P0,Implementer,"[""PREV7-0503""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Synthetic semantic oracle plus authenticated scientific-reviewer acceptance receipt,,,,,,,trading-optimizer-lab-org/aurora,[],,Synthetic semantic oracle plus authenticated scientific-reviewer acceptance receipt,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0506,sha256:2870fc0ba40f8daeb954f735cab8e6cf03e5cf525414652375207c7558a75d73,Historical golden baseline,G5,P0,Implementer,"[""PREV7-0306"",""PREV7-0307"",""PREV7-0503""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Historical golden baseline,,,,,,,trading-optimizer-lab-org/aurora,[],,Historical golden baseline,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0507,sha256:bddd07d8fbcb0875112649a21c5e1479df8625ea3bf795d9adf43f1b6ba9ad04,Versioned result schemas,G5,P1,Implementer,"[""PREV7-0503""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Versioned result schemas,,,,,,,trading-optimizer-lab-org/aurora,[],,Versioned result schemas,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0508,sha256:bf7d665d5329356054cfe4c2905f73f4daa116007552c588620001e9d1860e52,Output-consumer registry and migration tests against the frozen inventory digest and cutoff,G5,P1,Implementer,"[""PREV7-0401"",""PREV7-0507""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Output-consumer registry and migration tests against the frozen inventory digest and cutoff,,,,,,,trading-optimizer-lab-org/aurora,[],,Output-consumer registry and migration tests against the frozen inventory digest and cutoff,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0509,sha256:3a29c3352a8b53a095287fcbcaeeea810f47fd1f620f7455c766505143b5d95e,"Permanent output-consumer remediation controller and immutable child-generation registry, accepted by the scientific reviewer; normally done with zero open children",G5,P0,Workflow reviewer,"[""PREV7-0508""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Permanent output-consumer remediation controller and immutable child-generation registry, accepted by the scientific reviewer; normally done with zero open children",,,,,,,trading-optimizer-lab-org/aurora,[],,"Permanent output-consumer remediation controller and immutable child-generation registry, accepted by the scientific reviewer; normally done with zero open children",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,workflow_reviewer,"[""workflow_reviewer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0601,sha256:ae609c19d0400dfe5e9d1ada49a0ace93fbb1f2eb1174eab14c5dc4c4b9e749e,FeatureStore ADR accepted and GTBI modules extracted behind its single authoritative interface,G6A,P1,Implementer,"[""PREV7-0501"",""PREV7-0503""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,FeatureStore ADR accepted and GTBI modules extracted behind its single authoritative interface,,,,,,,trading-optimizer-lab-org/aurora,[],,FeatureStore ADR accepted and GTBI modules extracted behind its single authoritative interface,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0602,sha256:09bdce10c8cfe7910cbec59b11f657a2d95cc39940fdd60eed857166002df399,Thin CLI wrappers,G6A,P1,Implementer,"[""PREV7-0601""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Thin CLI wrappers,,,,,,,trading-optimizer-lab-org/aurora,[],,Thin CLI wrappers,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0603,sha256:081423e6dd2b0094b4ac96a1deb402be2b4b96029ad3170d6298ab0b3c2a1f68,Canonical root-level workflows,G6A,P1,Implementer,"[""PREV7-0205"",""PREV7-0504"",""PREV7-0507"",""PREV7-0602""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Canonical root-level workflows,,,,,,,trading-optimizer-lab-org/aurora,[],,Canonical root-level workflows,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0604,sha256:b4f5f7f2888fce631b5ffcb3e9070536f0b0277af3082a6b167bd002390af701,Central GitHub-only execution guard,G6A,P0,Implementer,"[""PREV7-0504"",""PREV7-0602""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Central GitHub-only execution guard,,,,,,,trading-optimizer-lab-org/aurora,[],,Central GitHub-only execution guard,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0605,sha256:442fa101cbcc08c09df57ea84a0a8707b50b4c3002f41ca45f08b9ed3fc70b14,"Deterministic one/two/four-worker execution, registered scientific-numerical semantics, approved execution-profile registry and byte-equivalence policy/report selected from the frozen representative baseline",G6A,P1,Implementer,"[""PREV7-0505"",""PREV7-0506"",""PREV7-0507"",""PREV7-0601"",""PREV7-0609""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Deterministic one/two/four-worker execution, registered scientific-numerical semantics, approved execution-profile registry and byte-equivalence policy/report selected from the frozen representative baseline",,,,,,,trading-optimizer-lab-org/aurora,[],,"Deterministic one/two/four-worker execution, registered scientific-numerical semantics, approved execution-profile registry and byte-equivalence policy/report selected from the frozen representative baseline",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0606,sha256:4a8de2033693243fd0cd002da40898d10e132e6336ce52730a8bde02ef8e7609,Equivalent event-first optimizations selected from the frozen representative baseline profile,G6A,P1,Implementer,"[""PREV7-0505"",""PREV7-0506"",""PREV7-0507"",""PREV7-0601"",""PREV7-0609""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,Equivalent event-first optimizations selected from the frozen representative baseline profile,,,,,,,trading-optimizer-lab-org/aurora,[],,Equivalent event-first optimizations selected from the frozen representative baseline profile,,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0607,sha256:12f80cb44c562c762e6ce1cd1e30ba6a092380c0633637aaea91f71949afd36e,"Benchmarked candidate-major/symbol-major/hybrid physical tiling, exact pair-set coverage, cost scheduling, execution plan/profile assignment and durable checkpoints",G6A,P1,Implementer,"[""PREV7-0603"",""PREV7-0605"",""PREV7-0606"",""PREV7-0609""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Benchmarked candidate-major/symbol-major/hybrid physical tiling, exact pair-set coverage, cost scheduling, execution plan/profile assignment and durable checkpoints",,,,,,,trading-optimizer-lab-org/aurora,[],,"Benchmarked candidate-major/symbol-major/hybrid physical tiling, exact pair-set coverage, cost scheduling, execution plan/profile assignment and durable checkpoints",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0608,sha256:fc80b7f104bb3f98ffaf4f25de4bdf1ac802edbf430539935f85347b3f0bdfc5,"Hierarchical deterministic fragment reduction/merge with exact global/tile/bundle pair-set closure, complete execution/hardware profile maps and canonical timing attribution, plus protected `gtbi-v7-package-close.yml`, its registration check and task-delivery-manifest mapping",G6A,P1,Implementer,"[""PREV7-0507"",""PREV7-0603"",""PREV7-0607""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Hierarchical deterministic fragment reduction/merge with exact global/tile/bundle pair-set closure, complete execution/hardware profile maps and canonical timing attribution, plus protected `gtbi-v7-package-close.yml`, its registration check and task-delivery-manifest mapping",,,,,,,trading-optimizer-lab-org/aurora,[],,"Hierarchical deterministic fragment reduction/merge with exact global/tile/bundle pair-set closure, complete execution/hardware profile maps and canonical timing attribution, plus protected `gtbi-v7-package-close.yml`, its registration check and task-delivery-manifest mapping",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
PREV7-0609,sha256:d8047c97e179bd456ea0974221c09d4776ad5adc5668f09b09cbb01958c31080,"Baseline runtime/scientific instrumentation, source/workflow identity manifests, approved hardware-profile registry, runtime-threadpool observation and canonical-attribution schemas, representative cost/profile evidence and frozen optimization evidence; post-optimization telemetry equivalence is accepted later by PREV7-0703",G6A,P1,Implementer,"[""PREV7-0601"",""PREV7-0603""]",[],sha256:77fcbf54bd29b7661aaa5dae5cf82084db6e8e72d298cb680469fd651ff12fe2,provisional_git_bootstrap,,,"Baseline runtime/scientific instrumentation, source/workflow identity manifests, approved hardware-profile registry, runtime-threadpool observation and canonical-attribution schemas, representative cost/profile evidence and frozen optimization evidence; post-optimization telemetry equivalence is accepted later by PREV7-0703",,,,,,,trading-optimizer-lab-org/aurora,[],,"Baseline runtime/scientific instrumentation, source/workflow identity manifests, approved hardware-profile registry, runtime-threadpool observation and canonical-attribution schemas, representative cost/profile evidence and frozen optimization evidence; post-optimization telemetry equivalence is accepted later by PREV7-0703",,,,,blocked_missing_price,COST_ESTIMATE_NOT_FROZEN,,,,implementer,"[""implementer""]","[""github-user:271768688""]",sha256:14b5266364b2c255d4f5e7796970d192d20d1c1066cd9cbf1f72b02048cfb72e,"{""github-user:271768688"":1}",,,USD,{}
